"","assay","plate","row","col","n","n.sorted","mean.TOF","median.TOF","mean.EXT","median.EXT","mean.red","median.red","mean.green","median.green","mean.yellow","median.yellow","mean.norm.EXT","median.norm.EXT","mean.norm.red","median.norm.red","mean.norm.green","median.norm.green","mean.norm.yellow","median.norm.yellow"
"22","a","01","B","10",136,1,183.536764705882,175,101.955882352941,76,6.63235294117647,5,14.7132352941176,8,3.65441176470588,2,0.527838566250754,0.460614287450869,0.0333705434365608,0.0283152493452349,0.0686500452827493,0.0547452547452547,0.0170908186440145,0.0143630737493553
"23","a","01","B","11",160,1,214.6,191,119.0125,85,8.475,5,18.25625,9,4.7125,2,0.510970158042012,0.438965790865809,0.0354016133571815,0.0272481587075315,0.0688718459817961,0.0496894409937888,0.0182282358889622,0.013667496886675
"24","a","01","B","12",8,1,96.75,100,55.875,47,1.625,1,2.5,1,0.75,1,0.571872231485242,0.403739409874379,0.022213989416406,0.01,0.0304477898197036,0.0203374233128834,0.00905374689154429,0.01
"25","a","01","C","1",158,1,208.03164556962,196,110.879746835443,85,7.43670886075949,5,15.4240506329114,8,4.0253164556962,2,0.508310561730217,0.457230229673667,0.0326214057569571,0.0262483465608466,0.0622063488885085,0.0449944326348821,0.0164799061894645,0.0132456140350877
"26","a","01","C","2",107,1,218.392523364486,191,131.401869158878,94,12.5046728971963,5,24.7663551401869,9,7.89719626168224,2,0.537082073608827,0.484848484848485,0.0415150566971629,0.0320855614973262,0.0745605233248235,0.0555555555555556,0.0228365767369199,0.0160427807486631
"27","a","01","C","3",136,1,233.272058823529,211,120.051470588235,100,8.08088235294118,5,15.4632352941176,9,4.60294117647059,2,0.496698633429363,0.440724316334072,0.0347556693288428,0.0259784075573549,0.0574546877182841,0.0486477349560514,0.0181357171879223,0.0142602948652771
"28","a","01","C","4",6,1,80.8333333333333,100,56.8333333333333,63,3.83333333333333,1,2.5,1,1.5,1,0.602702702702703,0.625,0.0473715382048715,0.0175,0.0320645645645646,0.0175,0.0172205538872206,0.01
"29","a","01","C","5",176,1,238.329545454545,196,146.085227272727,96,11.0681818181818,6,24.8636363636364,10,6.63636363636364,3,0.553129119620996,0.489669709427914,0.0393241727121476,0.0313978706624606,0.0810398836660821,0.061491935483871,0.0216974821441845,0.0167871900826446
"30","a","01","C","6",130,1,225.638461538462,187,140.176923076923,100,11.1076923076923,5,24.7230769230769,9,6.76923076923077,3,0.554222994203433,0.48894523326572,0.0382304702985382,0.0298573975044563,0.0805626845071843,0.0589816571790006,0.0214512402261529,0.0163000159413359
"31","a","01","C","7",183,1,235.612021857924,206,155.142076502732,114,12.0546448087432,6,28.9562841530055,13,7.40983606557377,3,0.590136122747274,0.527272727272727,0.0403617455122333,0.0333333333333333,0.0913510381778782,0.0766129032258065,0.0230622296607065,0.0170940170940171
"32","a","01","C","8",14,1,110.142857142857,80,56.1428571428571,33,3.71428571428571,2,4.78571428571429,1,1.42857142857143,1,0.434711859378119,0.315250215703192,0.0515039306039365,0.0245045303497573,0.0372466230573428,0.0323734729493892,0.0119295692335859,0.01
"33","a","01","C","9",166,1,234.385542168675,209,129.210843373494,99,9.36144578313253,6,19.6927710843373,9,5.29518072289157,3,0.507736932945115,0.472597597597598,0.0380586157820718,0.0310801999565312,0.0724627019185787,0.0598828802776171,0.0193648512042861,0.0163742914049334
"34","a","01","C","10",172,1,221.575581395349,191,123.895348837209,87,8.93023255813953,5,19.2732558139535,8,5.00581395348837,2,0.508972490549548,0.463923643736709,0.0349635138224809,0.0284841150182209,0.0671273374106359,0.0522682445759369,0.0174778667207659,0.0145456468845869
"35","a","01","C","11",125,1,223.016,214,123.144,102,8.464,6,16.6,11,4.584,3,0.523606327409113,0.49,0.035343255417336,0.0301507537688442,0.0647464792011477,0.0573476702508961,0.0174213595701315,0.0153256704980843
"36","a","01","C","12",5,1,80.2,100,64.8,100,1,1,1.4,1,0.6,1,0.695372549019608,1,0.013921568627451,0.01,0.021843137254902,0.01,0.006,0.01
"37","a","01","D","1",156,1,220.333333333333,195,130.160256410256,94,8.82692307692308,5,19.3782051282051,9,5.25641025641026,2,0.55747362840296,0.498333333333333,0.0361520020148762,0.0299501661129568,0.0772237193512801,0.0634938409854423,0.020426676329448,0.017167698202181
"38","a","01","D","2",27,1,162.888888888889,100,109.444444444444,72,9.40740740740741,4,18.6296296296296,6,5.51851851851852,2,0.544316349413342,0.475409836065574,0.045747853832332,0.0384615384615385,0.083005328169794,0.0719424460431655,0.0250244963016419,0.0149253731343284
"39","a","01","D","3",150,1,226.313333333333,195,122.726666666667,88,8.42666666666667,5,18.3333333333333,9,4.74,2,0.505261721484506,0.473207040759004,0.0351921203226638,0.028756635361372,0.0675197717152687,0.0558676654182272,0.017378409422954,0.0138260592545397
"40","a","01","D","4",11,1,89.3636363636364,44,54.8181818181818,17,5.90909090909091,3,5.09090909090909,1,1.90909090909091,1,0.474438187612725,0.3,0.133236293674197,0.0410628019323672,0.0509456624091532,0.0454545454545455,0.0194778763293429,0.01
"41","a","01","D","5",197,1,195.258883248731,170,105.233502538071,78,7.48223350253807,4,16.1472081218274,7,4.22842639593909,2,0.486904401910927,0.437837837837838,0.0325054040811104,0.024390243902439,0.0620230921390771,0.0408163265306122,0.0162318607329771,0.0115606936416185
"42","a","01","D","6",151,1,213.841059602649,183,118.688741721854,92,7.66887417218543,5,16.1920529801325,8,4.27814569536424,2,0.521955444003369,0.493150684931507,0.0381164586068861,0.0294117647058824,0.0652725556206903,0.0495049504950495,0.0177743902330111,0.0143884892086331
"43","a","01","D","7",176,1,201.301136363636,172,102.505681818182,78,6.88636363636364,4,13.5340909090909,7,3.67045454545455,2,0.473315961336767,0.438810440735986,0.0335400247817351,0.0255102040816327,0.0570680152367846,0.0462149976269578,0.0151192994672419,0.0120486300127019
"44","a","01","D","8",8,1,108.375,100,67.25,68,1.75,1,3.125,2,1,1,0.672986055351131,0.647259520140876,0.0146130794569688,0.0134865134865135,0.0325423142126978,0.0188228438228438,0.00838750678402775,0.01
"45","a","01","D","9",166,1,218.28313253012,190,122.825301204819,85,10.0180722891566,5,19.9156626506024,8,5.63855421686747,2,0.491052733418305,0.462168134185945,0.047065593987954,0.0331697764478085,0.0724849007741068,0.0555222602739726,0.0213708357443776,0.0166678241544552
"46","a","01","D","10",164,1,206.146341463415,183,113.871951219512,82,8.23170731707317,4,17.8109756097561,8,4.70731707317073,2,0.511842648003102,0.45922625980278,0.031614881949386,0.0261449077238551,0.0632913160240153,0.0490384615384615,0.0162985921792897,0.0132014639247124
"47","a","01","D","11",126,1,206.484126984127,173,117.611111111111,85,8.44444444444444,4,18.9047619047619,7,4.88095238095238,2,0.51902584653903,0.490279057031192,0.0324878642476655,0.0280589293747188,0.0626005816911123,0.0498679509088085,0.0167202437086321,0.0144421272158498
"48","a","01","D","12",9,1,67.4444444444444,63,44.7777777777778,18,2,2,4.55555555555556,1,0.777777777777778,1,0.520765835834054,0.285714285714286,0.0509553106341589,0.0408163265306122,0.0619739767486918,0.0416666666666667,0.0145781844176086,0.01
"49","a","01","E","1",179,1,223.715083798883,197,127.446927374302,91,8.31843575418994,5,17.7374301675978,9,4.77094972067039,2,0.538170046342121,0.492957746478873,0.0366366947393077,0.0283687943262411,0.066599361962361,0.0533333333333333,0.0182294099006512,0.015625
"50","a","01","E","2",200,1,211.405,188,118.015,85,8.03,4,16.275,8,4.585,2,0.517895371102009,0.462636061135864,0.0333965494545848,0.0265190261865794,0.064521870117809,0.050786047654139,0.0173259143943033,0.0134228187919463
"51","a","01","E","3",198,1,222.434343434343,190,120.545454545455,88,8.20707070707071,5,17.5454545454545,8,4.62121212121212,2,0.506697800073835,0.461142613018487,0.0381651364453696,0.0282354504384799,0.0670755691332645,0.0537524555139731,0.0193934667185105,0.0143371017471737
"52","a","01","E","4",9,1,62.2222222222222,52,40.4444444444444,12,2.22222222222222,1,2.77777777777778,1,1,1,0.482863993075261,0.230769230769231,0.0613919413919414,0.0238095238095238,0.0552425091861712,0.0303030303030303,0.0255361305361305,0.01
"53","a","01","E","5",192,1,269.765625,231,167.614583333333,122,11.734375,6,28.3385416666667,15,6.875,4,0.56104752147706,0.517714448793216,0.04893492024556,0.0307692307692308,0.0864339767710478,0.0732895457033388,0.0237535761016588,0.0170363926344788
"54","a","01","E","6",184,1,259.41847826087,209,155.641304347826,110,11.554347826087,6,26.4184782608696,11,6.83152173913043,3,0.553434548738841,0.509404481132075,0.0383483811928737,0.0278553693358163,0.078410504491622,0.0659990277102577,0.0208798011037001,0.0156965403962632
"55","a","01","E","7",194,1,223.819587628866,190,122.360824742268,81,9.42783505154639,4,22.3041237113402,7,5.57216494845361,2,0.489842279349109,0.428108595800525,0.0298562909986529,0.0235492176668647,0.0636275913911902,0.0423761423761424,0.0162791681155077,0.011952380952381
"56","a","01","E","8",10,1,95.8,82,66,40,4,1,5.5,1,1.9,1,0.534081643630705,0.386523781561949,0.052082774835895,0.0240839694656489,0.0407479623453986,0.0203846153846154,0.0141977383603482,0.01
"57","a","01","E","9",148,1,225.432432432432,197,128.222972972973,86,8.66216216216216,5,19.0202702702703,8,5.18918918918919,2,0.526064043196417,0.466476913345984,0.0350484981012742,0.0294117647058824,0.072981703660494,0.0559234731420162,0.0185487008581197,0.0143951946975973
"58","a","01","E","10",110,1,268.245454545455,233,174.281818181818,144,12.9727272727273,8,26.8545454545455,18,7.90909090909091,5,0.601801076177622,0.576472804585946,0.0421306080133186,0.0364209130098375,0.0836663023019578,0.0715168539325843,0.0240807621609818,0.0193548387096774
"59","a","01","E","11",116,1,248.353448275862,246,145.784482758621,129,10.8620689655172,7,21.6896551724138,14,6.39655172413793,4,0.557470304144703,0.537021475256769,0.0412667941763021,0.0354296114981485,0.0759944695203607,0.0670756646216769,0.0230575736735227,0.0204081632653061
"60","a","01","E","12",6,1,97.5,100,74.6666666666667,100,9.16666666666667,1,7.66666666666667,2,4.5,1,0.688258870273124,0.847222222222222,0.187662332249729,0.0130645161290323,0.112052457558834,0.0291935483870968,0.0832730404823428,0.01
"61","a","01","F","1",168,1,222.267857142857,187,131.994047619048,92,9.42261904761905,5,22.0654761904762,8,5.61309523809524,2,0.546267833817386,0.479570366020748,0.0340247294103767,0.0266668562976448,0.0733184040353436,0.0542188350571584,0.0185538011409378,0.0154838967473827
"62","a","01","F","2",170,1,245.129411764706,217,130.194117647059,105,8.34117647058824,5,18.3352941176471,10,4.76470588235294,3,0.517166449750662,0.492849881396137,0.0316950626155152,0.0269363323054598,0.0667116296278708,0.0569710411482563,0.0170646296482414,0.0150945545682388
"63","a","01","F","3",124,1,232.112903225806,234,128.806451612903,120,8.62096774193548,7,18.2258064516129,13,5.09677419354839,4,0.528753670842695,0.477936404931862,0.0379941011796957,0.0289158305462653,0.0740055059669022,0.0671186749180925,0.0207096329181906,0.0171240910157166
"64","a","01","F","4",13,1,64.3846153846154,62,34.5384615384615,18,1.92307692307692,2,2.84615384615385,2,0.615384615384615,0,0.437624605297488,0.294117647058824,0.0367371126805025,0.0298507462686567,0.0490344367910606,0.0483870967741935,0.00876590962897261,0
"65","a","01","F","5",161,1,193.776397515528,177,104.590062111801,82,6.26708074534162,4,13.4534161490683,7,3.44099378881988,2,0.520418440410034,0.47926267281106,0.0301806393069093,0.0258064516129032,0.0598954380713472,0.0490196078431373,0.0151780558947245,0.0122699386503067
"66","a","01","F","6",102,1,233.245098039216,213,131.607843137255,119,8.72549019607843,7,19.7156862745098,14,5.11764705882353,4,0.550564527392778,0.523471898471898,0.0345737023943005,0.0307559255155266,0.0740379309898627,0.0603459487579659,0.0195620710523485,0.0165361005154287
"67","a","01","F","7",131,1,209.969465648855,198,121.198473282443,100,8.96946564885496,6,19.3893129770992,10,5.34351145038168,3,0.531164321888417,0.496551724137931,0.0432200571703868,0.0303030303030303,0.0718437576484113,0.0619469026548673,0.0209010482081895,0.0152671755725191
"68","a","01","F","8",10,1,117.7,100,75.1,75,4.5,1,8.4,3,2.5,1,0.606572550338306,0.476772030651341,0.036904776025108,0.0215277777777778,0.0618930840873889,0.0652482269503546,0.018692483899894,0.0184166666666667
"69","a","01","F","9",184,1,199.717391304348,190,110.494565217391,85,8.0054347826087,4,17.1413043478261,7,4.54891304347826,2,0.504810244775188,0.455659931947316,0.032153301777209,0.0226248976248976,0.0649301469453266,0.043970080552359,0.0157600702243448,0.0108893280632411
"70","a","01","F","10",171,1,227.111111111111,197,129.076023391813,100,8.51461988304094,5,19.0350877192982,10,4.95321637426901,2,0.530824588177405,0.48936170212766,0.0334489985578886,0.0285714285714286,0.0716664249281631,0.0625,0.0180222256105746,0.0151515151515152
"71","a","01","F","11",183,1,206.098360655738,190,117.983606557377,89,7.40983606557377,4,15.9016393442623,8,4.13661202185792,2,0.539465214856377,0.490445859872611,0.0362113951652095,0.028169014084507,0.0672226840797301,0.0530612244897959,0.0171737913688606,0.0143884892086331
"72","a","01","F","12",11,1,96.6363636363636,53,61.8181818181818,18,3,2,6.09090909090909,3,1.63636363636364,1,0.527980701749305,0.409090909090909,0.0447107479817248,0.0386740331491713,0.0689883048276495,0.0514285714285714,0.0204899765568056,0.0114285714285714
"73","a","01","G","1",83,1,227.614457831325,209,124.132530120482,95,6.63855421686747,5,14.2048192771084,9,3.81927710843373,2,0.552521888089815,0.481481481481481,0.0267505856088957,0.0245398773006135,0.0550598817766731,0.0469314079422383,0.0151855209876449,0.0134228187919463
"74","a","01","G","2",109,1,192.889908256881,184,96.5321100917431,85,6.02752293577982,4,10.9724770642202,7,3.26605504587156,2,0.496565823711112,0.442307692307692,0.0340680569573081,0.02,0.0538647264542428,0.0379746835443038,0.0177178690435917,0.0104712041884817
"75","a","01","G","3",91,1,247.076923076923,214,147.857142857143,106,10.1978021978022,5,25.1318681318681,9,6.2967032967033,3,0.548387772445551,0.486381322957198,0.0335826384245488,0.0267379679144385,0.0729610222579998,0.0542857142857143,0.0187128060726132,0.0142857142857143
"76","a","01","G","4",8,1,60.5,39,42.25,9,1.75,1,1.875,2,1,1,0.50429157239819,0.245852187028658,0.0412712104072398,0.0419117647058824,0.0448675527903469,0.0506410256410256,0.0208679769984917,0.0253205128205128
"77","a","01","G","5",155,1,227.683870967742,210,128.6,100,7.79354838709677,5,17.9870967741935,8,4.67741935483871,2,0.526209339460098,0.491525423728814,0.029955931970712,0.025,0.0648423823466024,0.0506912442396313,0.0160601943033014,0.012987012987013
"78","a","01","G","6",200,1,254.485,216,154.545,94,10.84,5,25.07,8,6.725,3,0.537172216797723,0.477111739275025,0.0347841950548755,0.027027027027027,0.0714529448519083,0.0514874815905744,0.0193408493615565,0.0144656632304323
"79","a","01","G","7",143,1,260.545454545455,232,157.454545454545,126,9.85314685314685,7,22.7202797202797,13,6,4,0.582807046037962,0.53394495412844,0.0335447168564025,0.03,0.0743943776246317,0.0660919540229885,0.0193313693088334,0.0167364016736402
"80","a","01","G","8",6,1,105.5,100,81,100,3.33333333333333,1,4.83333333333333,1,1.5,1,0.679936679174484,0.84349593495935,0.0436830310610798,0.0232926829268293,0.038191317490098,0.0306410256410256,0.012661038148843,0.01
"81","a","01","G","9",122,1,233.844262295082,200,132.737704918033,101,8.50819672131148,5,18.8032786885246,9,5.01639344262295,3,0.532085878655407,0.481177899210686,0.0320811360209073,0.0271837488457987,0.066289258395127,0.0521356033452808,0.0178453669928949,0.0158164541135284
"82","a","01","G","10",185,1,216.767567567568,174,126.643243243243,81,8.17297297297297,4,17.8810810810811,7,4.91891891891892,2,0.535467327891496,0.480417754569191,0.0323381084560985,0.024390243902439,0.0649658846182859,0.0504201680672269,0.0174824757057467,0.0146198830409357
"83","a","01","G","11",196,1,220.188775510204,189,123.244897959184,86,8.5,5,18.4540816326531,8,5,2,0.517918722317118,0.455065346146943,0.032293364424638,0.0258809957950359,0.0632091729658673,0.047233554309026,0.0175001511640454,0.0136613041693106
"84","a","01","G","12",6,1,101.333333333333,100,73.6666666666667,88,4.83333333333333,1,5.66666666666667,3,1.83333333333333,1,0.723775126972058,0.819327731092437,0.042486298867373,0.01,0.0608769218615766,0.0302100840336134,0.0164967726220923,0.01
"85","a","01","H","1",54,1,168.351851851852,138,93.0555555555556,58,7.05555555555556,3,14.1111111111111,4,4.22222222222222,1,0.474477584842004,0.416106870229008,0.0309198339450171,0.0211646136618141,0.0489638540959055,0.0333176196550385,0.0165690416780275,0.0105263157894737
"86","a","01","H","2",25,1,205.88,130,135.6,62,16.52,2,28.4,4,11.32,1,0.53258107532891,0.425454545454545,0.0358491961105357,0.0245614035087719,0.0618504540071272,0.0456140350877193,0.0231006581667923,0.0155038759689922
"87","a","01","H","3",79,1,137.506329113924,126,59.6962025316456,43,3.15189873417722,2,5.51898734177215,4,1.65822784810127,1,0.424779430343888,0.386666666666667,0.0269154863658796,0.0192307692307692,0.0376859434312971,0.0317460317460317,0.0120447293816733,0.0099009900990099
"88","a","01","H","4",11,1,103.909090909091,100,53,47,2.18181818181818,2,2.45454545454545,2,1,1,0.494584618519206,0.358490566037736,0.0300023477442794,0.015748031496063,0.0261179860429271,0.0246305418719212,0.0120132956569887,0.01
"89","a","01","H","5",193,1,210.19170984456,190,117.512953367876,85,7.88082901554404,4,18.5440414507772,8,4.72020725388601,2,0.509564816401286,0.466386554621849,0.0293767774567811,0.0226415094339623,0.0663041550975373,0.0473684210526316,0.0159641924256583,0.0114068441064639
"90","a","01","H","6",163,1,190.429447852761,181,96.3865030674847,79,5.30061349693251,4,11.3006134969325,7,3.06134969325153,2,0.491374930033824,0.454128440366972,0.0272067887124996,0.0223463687150838,0.054325531607352,0.0425531914893617,0.0144988853652298,0.0115384615384615
"91","a","01","H","7",183,1,196.300546448087,186,104.830601092896,81,6.07650273224044,4,13.2021857923497,8,3.52459016393443,2,0.500406844366429,0.45045045045045,0.0282378316455594,0.024390243902439,0.0585939975694977,0.0483870967741935,0.0153656410408179,0.0146341463414634
"92","a","01","H","8",8,1,111.25,100,62.5,76,2.25,1,3,2,1.25,1,0.568097426552562,0.373339612616529,0.0269119240797687,0.0161111111111111,0.030993750607598,0.0295488576534802,0.0133225913869342,0.01
"93","a","01","H","9",180,1,198.461111111111,172,102.1,81,5.35,3,12.05,7,3.05,2,0.493063624332367,0.44745670995671,0.0254247956331379,0.0212016781540306,0.0532698110989528,0.0423728813559322,0.0132586750258093,0.0107915065408952
"94","a","01","H","10",164,1,192.036585365854,171,96.1463414634146,70,4.83536585365854,3,10.4024390243902,5,2.60365853658537,1,0.479881698768171,0.438965517241379,0.0241762766501514,0.0202193983579191,0.047192795268115,0.0361135262700286,0.011774596267273,0.01
"95","a","01","H","11",163,1,207.61963190184,197,106.950920245399,87,5.57055214723926,4,12.0552147239264,7,3.03680981595092,2,0.502515765544163,0.458917835671343,0.0246114654489984,0.0223214285714286,0.0507071426267829,0.0416666666666667,0.012603171715593,0.0110497237569061
"96","a","01","H","12",7,1,95.8571428571429,100,62.8571428571429,97,2.28571428571429,1,3,1,1,1,0.611373792270531,0.431111111111111,0.0390890269151139,0.01,0.0369164078674948,0.0277777777777778,0.0126293995859213,0.01
"97","a","02","A","1",215,1,254.441860465116,211,142.897674418605,100,9.3906976744186,5,21.5162790697674,10,6.01860465116279,3,0.520069669212213,0.468085106382979,0.0328446535081891,0.025974025974026,0.067486675284921,0.05,0.0199654413670664,0.015625
"98","a","02","A","2",157,1,209.866242038217,193,114.751592356688,100,7.26751592356688,5,15.7070063694268,9,4.40127388535032,3,0.512363212084159,0.465608465608466,0.0367293397234404,0.027027027027027,0.0653692119567425,0.0569948186528497,0.0194118402235661,0.0166666666666667
"99","a","02","A","3",185,1,240.751351351351,210,140.416216216216,91,9.51351351351351,5,22.1675675675676,9,6.06486486486487,3,0.522075798252036,0.466135458167331,0.0361532063694131,0.0282485875706215,0.0707799127568527,0.052734375,0.0206994972571659,0.0170940170940171
"100","a","02","A","4",11,1,68,38,39.0909090909091,9,5.36363636363636,3,2.18181818181818,1,1.63636363636364,1,0.428962863194978,0.25,0.178432355031811,0.107142857142857,0.0494826751667993,0.0357142857142857,0.0450967102545186,0.0263157894736842
"101","a","02","A","5",149,1,209.10067114094,195,121.409395973154,88,8.36241610738255,5,18.8590604026846,8,5.1744966442953,3,0.527514359696666,0.470817120622568,0.0335185102415299,0.0278481012658228,0.068623320837848,0.0555555555555556,0.0188550979021044,0.0155038759689922
"102","a","02","A","6",148,1,193.452702702703,169,101.162162162162,77,6.12837837837838,5,12.3851351351351,7,3.52027027027027,2,0.520091902604264,0.463624605933231,0.0318135028759175,0.0261520924930793,0.0613135324514158,0.0465712370361607,0.0176273834306596,0.0139626687460403
"103","a","02","A","7",124,1,234.177419354839,218,132.064516129032,112,8.45161290322581,6,18.3467741935484,12,5.04032258064516,3,0.540498926055872,0.505582762774185,0.034256705100565,0.0306675479180436,0.0693348566223069,0.0605380863848247,0.0189723946395423,0.0170320334839004
"104","a","02","A","8",10,1,88.1,83,51.9,50,2.8,1,4.1,2,1.2,1,0.500324860255151,0.372027422695137,0.0673187612004471,0.0151014109347443,0.0551258669779544,0.0505050505050505,0.0192601445924082,0.0111728395061728
"105","a","02","A","9",181,1,271.17679558011,205,155.453038674033,97,11.1270718232044,5,26.6961325966851,9,6.91160220994475,3,0.515583896837541,0.465116279069767,0.0339480683211715,0.0245398773006135,0.0769017257224397,0.0555555555555556,0.0189963779251759,0.0148514851485149
"106","a","02","A","10",195,1,228.558974358974,202,125.153846153846,91,7.53333333333333,5,17.8769230769231,7,4.50769230769231,2,0.507088229094878,0.437017994858612,0.0298242813046249,0.0229885057471264,0.0627178886201935,0.0424242424242424,0.0159924811932421,0.0119047619047619
"107","a","02","A","11",160,1,259.20625,233,140.26875,100,8.81875,5,20.03125,9,5.46875,3,0.509755871266404,0.462237125351879,0.0296989320774829,0.0236987263062882,0.0622947821479663,0.0471228270524045,0.017038889502779,0.0144763035658157
"108","a","02","A","12",17,1,134.294117647059,100,64.5882352941177,69,5.23529411764706,4,6.82352941176471,4,2.29411764705882,2,0.459363491372027,0.400921658986175,0.0804723385050514,0.025830258302583,0.0576612863099941,0.040590405904059,0.0273742407682961,0.011070110701107
